sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
大園,桃園市,33,,良好,1.4,0.19,33.7,33.3,24,12,10.2,11.6,1.4,4.3,58,"2024-11-18 20:00",,0.1,10.1,27,1,121.20251473,25.06100357,18
桃園,桃園市,27,,良好,1.7,0.32,27.3,29.0,8,6,14.6,16.1,1.5,2.7,64,"2024-11-18 20:00",,0.3,7.6,18,0,121.30500531,24.9947107,17
大同,臺北市,48,,良好,1.2,0.8,12.7,14.7,19,11,29.9,61.6,31.6,-,-,"2024-11-18 20:00",,0.6,14.1,26,0,121.51342074,25.06331455,16
松山,臺北市,38,,良好,1,0.27,18.3,20.9,15,4,23,27,4,0.4,29,"2024-11-18 20:00",,0.2,5.2,20,,121.578611,25.05,15
古亭,臺北市,26,,良好,0,0.24,30.8,26.4,16,6,10.8,11.9,1.1,2.5,66,"2024-11-18 20:00",,0.2,7.9,23,0,121.529556,25.020608,14
萬華,臺北市,32,,良好,1.7,0.3,22.1,25.3,14,5,19.6,22,2.3,1.6,94,"2024-11-18 20:00",,0.2,8.1,22,1,121.507972,25.046503,13
中山,臺北市,28,,良好,0.3,0.32,24.8,23.7,17,6,16.6,19.7,3.1,2.3,82,"2024-11-18 20:00",,0.3,8.7,22,0,121.526528,25.062361,12
士林,臺北市,34,,良好,0.4,0.21,39.5,37.2,7,6,4.8,5.8,1,1.8,149,"2024-11-18 20:00",,0.2,6.5,13,0,121.51666356,25.10334003,11
淡水,新北市,35,,良好,1,0.17,38.9,38.7,11,7,3.3,4.4,1,,,"2024-11-18 20:00",,0.1,7.1,17,0,121.449239,25.1645,10
林口,新北市,24,,良好,0.9,0.27,27,26.2,5,2,13.1,15.6,2.5,2,74,"2024-11-18 20:00",,0.2,5,14,0,121.36548982,25.07798949,9
菜寮,新北市,30,,良好,0.8,0.32,31.1,32.4,7,8,12.7,13.3,0.5,2.4,118,"2024-11-18 20:00",,0.2,9.1,17,0,121.481028,25.06895,8
新莊,新北市,30,,良好,1.1,0.29,28.1,31.5,21,9,13.4,14.4,0.9,2.6,90,"2024-11-18 20:00",,0.2,9.3,25,0,121.4325,25.037972,7
板橋,新北市,30,,良好,0.6,0.34,26.5,29.6,15,8,18.9,20.7,1.8,1.1,114,"2024-11-18 20:00",,0.3,8.2,18,0,121.458667,25.012972,6
土城,新北市,29,,良好,1.4,0.3,31.6,31.4,17,5,11.4,12.3,0.8,1,150,"2024-11-18 20:00",,0.2,8,19,1,121.451861,24.982528,5
新店,新北市,33,,良好,0.7,0.31,23.8,28.1,13,9,15.2,16.7,1.4,0.6,133,"2024-11-18 20:00",,0.2,10.2,15,0,121.537778,24.977222,4
萬里,新北市,70,懸浮微粒,普通,0.3,0.15,45,44.3,77,15,1.4,2.6,1.2,12,62,"2024-11-18 20:00",,0.1,14.8,70,0,121.689881,25.179667,3
汐止,新北市,32,,良好,1.6,0.22,27.3,29.6,23,9,13.9,15.2,1.2,1.4,45,"2024-11-18 20:00",,0.1,9.8,20,1,121.64081,25.06624,2
基隆,基隆市,34,,良好,1.4,0.18,40.1,37.9,24,3,2.1,3,0.9,1.9,77,"2024-11-18 20:00",,0.1,5.1,25,1,121.760056,25.129167,1
屏東(枋山),屏東縣,35,,良好,0.5,0.14,40.2,38.5,4,4,1.1,1.2,0,5,81,"2024-11-18 19:00",,0.1,3,7,0,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,36,,良好,0,0.14,39.3,39.6,12,4,3.5,3.4,0,1.6,51,"2024-11-18 19:00",,0.1,5.8,17,0,121.82463916,24.85366672,312
新北(樹林),新北市,35,,良好,0.3,0.39,21.9,23.0,16,6,21.1,31.8,10.6,0.1,174,"2024-11-18 19:00",,0.4,5.9,17,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,86,細懸浮微粒,普通,1.3,0.3,22.9,24.2,40,26,14.6,15.8,1.2,3.3,319,"2024-11-18 19:00",,0.4,29.9,49,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,57,懸浮微粒,普通,0.8,0.21,24.2,31.1,36,8,10.9,11.7,0.8,3.1,7,"2024-11-18 19:00",,0.2,11.9,57,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,36,,良好,0.6,0.31,19.5,22.6,28,4,17.6,18.2,0.6,1.4,105,"2024-11-18 19:00",,0.3,9.4,36,,120.24535,22.87985556,202
彰化（員林）,彰化縣,27,,良好,1.5,0.28,19,29.7,17,8,14.3,16,1.6,2.3,341,"2024-11-18 19:00",,0.2,6.2,24,1,120.56373,23.96117,201
大城,彰化縣,41,,良好,2.4,0.21,32.7,40.2,21,6,8.5,9.4,0.9,9.3,52,"2024-11-18 19:00",,0.1,12.5,34,1,120.26964167,23.85493056,85
富貴角,新北市,46,,良好,0.2,0.13,46.8,46.9,47,14,0.5,0.4,0,9.4,64,"2024-11-18 19:00",,0.1,13.2,46,0,121.53656894,25.29681695,84
麥寮,雲林縣,49,,良好,3.5,0.47,22.2,33.3,21,6,17.8,18.7,0.9,6.4,0,"2024-11-18 19:00",,0.3,13,49,2,120.251825,23.753506,83
關山,臺東縣,33,,良好,1.6,0.17,36.7,36.5,24,2,2.9,3.6,0.7,3.4,21,"2024-11-18 19:00",,0.1,5.2,16,1,121.161933,23.045083,80
馬公,澎湖縣,42,,良好,0.8,0.15,44.7,45.6,24,8,1.4,2.2,0.8,10.4,41,"2024-11-18 19:00",,0.1,11.2,27,0,119.566158,23.569031,78
金門,金門縣,40,,良好,0.7,0.18,41,43.4,32,8,4.7,5.5,0.7,4.5,37,"2024-11-18 19:00",,0.1,9.2,37,0,118.312256,24.432133,77
馬祖,連江縣,41,,良好,0.5,0.16,41.7,44.9,27,11,3.2,3.9,0.7,3.7,329,"2024-11-18 19:00",,0.1,12.7,30,0,119.952724,26.153736,75
埔里,南投縣,46,,良好,1.2,0.31,15.7,23.5,21,17,8.4,10.2,1.8,0.3,289,"2024-11-18 19:00",,0.2,14.2,20,1,120.967903,23.968842,72
復興,高雄市,73,細懸浮微粒,普通,1.3,0.59,16.6,14.9,50,20,25.1,29.7,4.6,1.3,175,"2024-11-18 19:00",,0.6,24.4,43,1,120.312017,22.608711,71
永和,新北市,27,,良好,1.4,0.39,26.1,26.2,21,6,14.1,18.3,4.1,1.8,83,"2024-11-18 19:00",,0.3,8.2,23,0,121.516306,25.017,70
竹山,南投縣,44,,良好,1.3,0.3,8.5,24.4,21,10,21.9,23.1,1.2,2.1,11,"2024-11-18 19:00",,0.2,13.7,27,1,120.677306,23.756389,69
中壢,桃園市,45,,良好,0.7,0.99,15,18.1,23,11,26.3,48,21.7,1.1,283,"2024-11-18 19:00",,0.7,14,30,1,121.221667,24.953278,68
三重,新北市,52,二氧化氮,普通,0.5,1.03,10.7,11.7,20,11,32.1,73.3,41.2,-,-,"2024-11-18 19:00",,0.9,10.9,31,0,121.493806,25.072611,67
冬山,宜蘭縣,29,,良好,0.8,0.16,34.4,31.9,19,6,5.7,6.5,0.7,0.9,285,"2024-11-18 19:00",,0.1,7.3,19,0,121.792928,24.632203,66
宜蘭,宜蘭縣,31,,良好,1,0.25,31.9,33.9,11,6,7.3,8.2,0.9,0.2,14,"2024-11-18 19:00",,0.2,8.4,16,0,121.746394,24.747917,65
陽明,臺北市,40,,良好,0.6,0.18,43.5,43.6,7,1,0.5,1.1,0.5,2.1,,"2024-11-18 19:00",,0.1,2.3,8,0,121.529583,25.182722,64
花蓮,花蓮縣,37,,良好,1.6,0.21,39.7,41.0,23,10,3.6,4.1,0.5,4,68,"2024-11-18 19:00",,0.2,8.2,26,1,121.599769,23.971306,63
臺東,臺東縣,29,,良好,1.2,0.26,30.4,31.6,10,4,6,7.7,1.7,1.8,312,"2024-11-18 19:00",,0.2,4,14,1,121.15045,22.755358,62
恆春,屏東縣,53,細懸浮微粒,普通,0.9,0.16,43.1,43.5,,31,1.1,1.4,0.3,17,32,"2024-11-18 19:00",,0.1,16.2,20,1,120.788928,21.958069,61
潮州,屏東縣,73,細懸浮微粒,普通,1.2,0.39,9.1,19.0,47,22,17.6,18.6,1,0.7,247,"2024-11-18 19:00",,0.3,24.3,41,0,120.561175,22.523108,60
屏東,屏東縣,58,細懸浮微粒,普通,0.9,0.41,14,18.3,38,13,13,14.6,1.5,1.4,267,"2024-11-18 19:00",,0.4,18.4,39,1,120.488033,22.673081,59
小港,高雄市,65,細懸浮微粒,普通,1.1,0.49,15.3,15.7,41,21,27.1,28.7,1.6,1.9,303,"2024-11-18 19:00",,0.4,21,41,1,120.337736,22.565833,58
前鎮,高雄市,73,細懸浮微粒,普通,2.1,0.55,17.9,17.3,47,18,22.7,26.2,3.5,2.8,7,"2024-11-18 19:00",,0.5,24.5,44,2,120.30833356,22.6044507,57
前金,高雄市,64,細懸浮微粒,普通,1.1,0.41,20,18.2,56,18,21.6,22.8,1.2,2.5,22,"2024-11-18 19:00",,0.4,20.6,50,1,120.28676111,22.63390278,56
左營,高雄市,58,細懸浮微粒,普通,1.5,0.4,20.9,19.9,54,18,19.5,20.3,0.8,4,5,"2024-11-18 19:00",,0.4,18.5,46,1,120.292917,22.674861,54
楠梓,高雄市,56,細懸浮微粒,普通,1.9,0.33,21.8,19.9,39,19,20.4,21.2,0.8,2.1,24,"2024-11-18 19:00",,0.3,17.5,40,2,120.328289,22.733667,53
林園,高雄市,79,細懸浮微粒,普通,2,0.43,1.8,16.8,62,28,35.7,40.7,4.9,1.5,245,"2024-11-18 19:00",,0.4,27,53,2,120.41175,22.4795,52
大寮,高雄市,67,細懸浮微粒,普通,1.2,0.45,12.1,13.4,31,21,24.2,26,1.7,1.7,317,"2024-11-18 19:00",,0.4,22.2,32,1,120.425311,22.56413611,51
鳳山,高雄市,67,細懸浮微粒,普通,1,0.69,16.4,14.2,46,19,23.3,27.6,4.2,0.9,275,"2024-11-18 19:00",,0.7,21.9,44,1,120.357422,22.628126,50
仁武,高雄市,64,細懸浮微粒,普通,1.5,0.38,18.9,19.0,43,21,21.8,23.2,1.3,2.1,338,"2024-11-18 19:00",,0.5,20.7,41,1,120.332631,22.689056,49
橋頭,高雄市,60,細懸浮微粒,普通,1.7,0.42,17.1,20.1,46,14,24.5,25.6,1.1,1.3,359,"2024-11-18 19:00",,0.3,19.1,40,1,120.305689,22.757506,48
美濃,高雄市,42,,良好,0.6,0.3,17.8,17.3,27,9,7.2,8.2,1,0.7,279,"2024-11-18 19:00",,0.3,12.9,26,0,120.530542,22.883583,47
臺南,臺南市,52,懸浮微粒,普通,1.1,0.31,24.2,29.0,37,11,15.2,15.6,0.4,3.7,0,"2024-11-18 19:00",,0.3,12.8,52,1,120.21947897,22.98928311,46
安南,臺南市,52,懸浮微粒,普通,0.5,0.22,,,31,12,10.9,11,0.1,3.7,319,"2024-11-18 19:00",,,13.5,52,1,120.2175,23.048197,45
善化,臺南市,37,,良好,1.2,0.23,23.5,31.1,32,8,11.6,12.8,1.2,3.4,351,"2024-11-18 19:00",,0.2,9.5,37,1,120.29740529,23.11337642,44
新營,臺南市,47,,良好,1.3,0.25,22.2,31.6,36,8,13.2,14.3,1,2.7,17,"2024-11-18 19:00",,0.2,11.3,47,1,120.31725,23.305633,43
嘉義,嘉義市,43,,良好,2.3,0.33,15.1,27.7,30,14,17.1,18.6,1.5,3.8,11,"2024-11-18 19:00",,0.2,13.1,32,3,120.44125148,23.46477865,42
臺西,雲林縣,43,,良好,2.1,0.24,29.6,35.0,22,8,10.6,10.6,0,9.5,22,"2024-11-18 19:00",,0.2,12.2,43,1,120.19933333,23.702175,41
朴子,嘉義縣,53,懸浮微粒,普通,1.8,0.21,28.6,35.1,18,5,7.6,9.3,1.6,2.5,359,"2024-11-18 19:00",,0.2,8.2,53,1,120.2478,23.46538,40
新港,嘉義縣,40,,良好,1.6,0.18,28.2,37.2,25,9,9.1,10.4,1.3,4.8,8,"2024-11-18 19:00",,0.1,9.5,40,1,120.345531,23.554839,39
崙背,雲林縣,103,懸浮微粒,對敏感族群不健康,0.5,0.21,29.2,34.5,223,14,6.7,7.5,0.7,3,10,"2024-11-18 19:00",,0.2,15.3,108,0,120.348742,23.757547,38
斗六,雲林縣,43,,良好,1.4,0.29,17.4,31.4,24,12,12.8,14.4,1.6,3.4,6,"2024-11-18 19:00",,0.2,13.2,29,1,120.544994,23.711853,37
南投,南投縣,32,,良好,1.1,0.35,13,26.5,21,11,19.6,21.3,1.6,2.9,336,"2024-11-18 19:00",,0.2,9.4,23,1,120.685306,23.913,36
二林,彰化縣,36,,良好,0.7,0.2,33.8,39.1,18,4,6.1,6.7,0.6,7.1,29,"2024-11-18 19:00",,0.2,7.1,27,0,120.409653,23.925175,35
線西,彰化縣,34,,良好,1.4,0.18,33.5,37.4,8,3,8.4,8.7,0.3,9.8,34,"2024-11-18 19:00",,0.1,6.2,21,1,120.469061,24.131672,34
彰化,彰化縣,26,,良好,0.8,0.31,23.1,28.6,8,5,13.9,15.4,1.5,3.3,30,"2024-11-18 19:00",,0.2,5.7,16,0,120.541519,24.066,33
西屯,臺中市,27,,良好,1.2,0.2,27.5,29.8,,5,6.8,7.8,0.9,4.2,8,"2024-11-18 19:00",,0.1,3.6,,1,120.616917,24.162197,32
忠明,臺中市,24,,良好,1,0.27,18.8,26.8,13,4,11.1,12.5,1.4,3,349,"2024-11-18 19:00",,0.2,5.1,15,1,120.641092,24.151958,31
大里,臺中市,26,,良好,0.7,0.4,15.1,28.5,16,3,14.9,17.2,2.3,2.7,358,"2024-11-18 19:00",,0.2,5,14,1,120.67844444,24.09961111,30
沙鹿,臺中市,32,,良好,1.1,0.2,32.5,35.4,14,3,6.7,6.8,0.1,5.1,69,"2024-11-18 19:00",,0.1,5.1,18,0,120.568794,24.225628,29
豐原,臺中市,30,,良好,1.2,0.2,28.2,32.9,9,0,4.4,4.8,0.4,3.8,32,"2024-11-18 19:00",,0.2,1.6,10,0,120.74252414,24.25699731,28
三義,苗栗縣,33,,良好,0.4,0.16,33.1,36.4,7,3,4.7,5.5,0.8,7.1,16,"2024-11-18 19:00",,0.1,4.6,10,0,120.75956754,24.38248443,27
苗栗,苗栗縣,34,,良好,1.9,0.17,34.7,37.7,5,3,6.2,7.2,1,4.6,9,"2024-11-18 19:00",,0.1,5.7,14,1,120.82011468,24.56499183,26
頭份,苗栗縣,34,,良好,1.3,0.21,34.7,37.7,13,6,7.8,9.1,1.2,4.4,36,"2024-11-18 19:00",,0.1,7.7,17,1,120.89869286,24.69690679,25
新竹,新竹市,31,,良好,1,0.28,29.3,33.0,13,4,12.5,13.3,0.7,4.7,41,"2024-11-18 19:00",,0.2,6.2,17,1,120.97236752,24.8056356,24
竹東,新竹縣,36,,良好,0.4,0.15,37.9,39.1,5,3,3.5,4.4,0.9,5.8,36,"2024-11-18 19:00",,0.1,2.7,11,0,121.08895493,24.74091408,23
湖口,新竹縣,33,,良好,1.6,0.21,32.2,36.2,9,11,8,9.1,1.1,6.5,47,"2024-11-18 19:00",,0.1,8.9,15,1,121.03886894,24.90009696,22
龍潭,桃園市,24,,良好,0.6,0.2,32.1,,8,5,7.4,8.5,1.1,6.3,58,"2024-11-18 19:00",,0.1,7.4,9,0,121.21645772,24.86400048,21
平鎮,桃園市,29,,良好,1,0.4,27.6,30.3,14,8,14.5,17,2.5,3.9,87,"2024-11-18 19:00",,0.3,9,20,0,121.203986,24.952786,20
觀音,桃園市,34,,良好,1.9,0.19,35.8,37.2,31,10,7.5,8.2,0.7,8,80,"2024-11-18 19:00",,0.1,9.8,32,1,121.08283092,25.03556747,19
大園,桃園市,32,,良好,1.8,0.19,34.5,33.3,20,9,10.5,12.3,1.7,5.8,58,"2024-11-18 19:00",,0.1,9.9,28,1,121.20251473,25.06100357,18
桃園,桃園市,27,,良好,1.4,0.4,26.4,29.5,14,6,15.6,17.6,1.9,2.5,54,"2024-11-18 19:00",,0.3,7.7,20,0,121.30500531,24.9947107,17
大同,臺北市,52,二氧化氮,普通,1.2,1.05,9.6,15.7,22,13,32.4,71.8,39.4,-,-,"2024-11-18 19:00",,0.6,14.5,28,0,121.51342074,25.06331455,16
松山,臺北市,40,,良好,1,0.3,16.3,21.5,19,6,24.9,29.9,4.9,1.8,20,"2024-11-18 19:00",,,,,,121.578611,25.05,15
古亭,臺北市,26,,良好,0,0.29,27.6,25.7,14,5,13.9,15.7,1.7,2,53,"2024-11-18 19:00",,0.2,8.1,24,0,121.529556,25.020608,14
萬華,臺北市,32,,良好,1.4,0.35,20.8,25.9,18,7,19.3,21.9,2.5,2.8,103,"2024-11-18 19:00",,0.2,8.6,23,1,121.507972,25.046503,13
中山,臺北市,35,,良好,0.2,0.42,19.5,23.8,12,7,21.5,26,4.4,2.5,73,"2024-11-18 19:00",,0.3,9.3,23,0,121.526528,25.062361,12
士林,臺北市,33,,良好,0.3,0.24,36.1,36.9,10,8,7,8.1,1,2.8,145,"2024-11-18 19:00",,0.2,6.6,15,0,121.51666356,25.10334003,11
淡水,新北市,35,,良好,0.9,0.18,39.2,38.7,20,4,3.6,4.7,1.1,2.4,20,"2024-11-18 19:00",,0.1,7.5,18,0,121.449239,25.1645,10
林口,新北市,24,,良好,1.1,0.25,28.6,26.1,8,3,10.9,13.6,2.7,2.6,48,"2024-11-18 19:00",,0.2,5.8,17,0,121.36548982,25.07798949,9
菜寮,新北市,30,,良好,0.8,0.35,30.5,32.9,19,4,13.2,13.8,0.5,3.4,91,"2024-11-18 19:00",,0.2,9.2,19,0,121.481028,25.06895,8
新莊,新北市,30,,良好,0.9,0.31,29.5,32.3,20,7,11.8,12.7,0.9,3.6,79,"2024-11-18 19:00",,0.2,9.1,27,0,121.4325,25.037972,7
板橋,新北市,32,,良好,0.8,0.36,26.6,30.1,14,7,19.3,21.1,1.7,3.3,106,"2024-11-18 19:00",,0.2,7.9,19,0,121.458667,25.012972,6
土城,新北市,29,,良好,1.5,0.33,31.4,31.4,15,7,12.1,13,0.8,1.3,284,"2024-11-18 19:00",,0.2,8.7,21,1,121.451861,24.982528,5
新店,新北市,32,,良好,0.7,0.32,26.3,28.9,15,11,12.8,14.2,1.4,0.3,138,"2024-11-18 19:00",,0.2,10,16,0,121.537778,24.977222,4
萬里,新北市,69,懸浮微粒,普通,0.3,0.15,45.5,44.2,64,14,1.4,2.7,1.2,7.3,39,"2024-11-18 19:00",,0.1,15,69,0,121.689881,25.179667,3
汐止,新北市,31,,良好,1,0.24,29.4,30.4,19,14,13.2,14.8,1.6,2,22,"2024-11-18 19:00",,0.1,9.7,20,1,121.64081,25.06624,2
基隆,基隆市,35,,良好,1.3,0.18,40,38.0,21,5,2.3,3.1,0.8,1.6,81,"2024-11-18 19:00",,0.1,5.3,25,1,121.760056,25.129167,1
屏東(枋山),屏東縣,35,,良好,0.5,0.14,40.2,38.5,4,4,1.1,1.2,0,5,81,"2024-11-18 19:00",,0.1,3,7,0,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,36,,良好,0,0.14,39.3,39.6,12,4,3.5,3.4,0,1.6,51,"2024-11-18 19:00",,0.1,5.8,17,0,121.82463916,24.85366672,312
新北(樹林),新北市,35,,良好,0.3,0.39,21.9,23.0,16,6,21.1,31.8,10.6,0.1,174,"2024-11-18 19:00",,0.4,5.9,17,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,86,細懸浮微粒,普通,1.3,0.3,22.9,24.2,40,26,14.6,15.8,1.2,3.3,319,"2024-11-18 19:00",,0.4,29.9,49,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,57,懸浮微粒,普通,0.8,0.21,24.2,31.1,36,8,10.9,11.7,0.8,3.1,7,"2024-11-18 19:00",,0.2,11.9,57,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,36,,良好,0.6,0.31,19.5,22.6,28,4,17.6,18.2,0.6,1.4,105,"2024-11-18 19:00",,0.3,9.4,36,,120.24535,22.87985556,202
彰化（員林）,彰化縣,27,,良好,1.5,0.28,19,29.7,17,8,14.3,16,1.6,2.3,341,"2024-11-18 19:00",,0.2,6.2,24,1,120.56373,23.96117,201
大城,彰化縣,41,,良好,2.4,0.21,32.7,40.2,21,6,8.5,9.4,0.9,9.3,52,"2024-11-18 19:00",,0.1,12.5,34,1,120.26964167,23.85493056,85
富貴角,新北市,46,,良好,0.2,0.13,46.8,46.9,47,14,0.5,0.4,0,9.4,64,"2024-11-18 19:00",,0.1,13.2,46,0,121.53656894,25.29681695,84
麥寮,雲林縣,49,,良好,3.5,0.47,22.2,33.3,21,6,17.8,18.7,0.9,6.4,0,"2024-11-18 19:00",,0.3,13,49,2,120.251825,23.753506,83
關山,臺東縣,33,,良好,1.6,0.17,36.7,36.5,24,2,2.9,3.6,0.7,3.4,21,"2024-11-18 19:00",,0.1,5.2,16,1,121.161933,23.045083,80
馬公,澎湖縣,42,,良好,0.8,0.15,44.7,45.6,24,8,1.4,2.2,0.8,10.4,41,"2024-11-18 19:00",,0.1,11.2,27,0,119.566158,23.569031,78
金門,金門縣,40,,良好,0.7,0.18,41,43.4,32,8,4.7,5.5,0.7,4.5,37,"2024-11-18 19:00",,0.1,9.2,37,0,118.312256,24.432133,77
馬祖,連江縣,41,,良好,0.5,0.16,41.7,44.9,27,11,3.2,3.9,0.7,3.7,329,"2024-11-18 19:00",,0.1,12.7,30,0,119.952724,26.153736,75
埔里,南投縣,46,,良好,1.2,0.31,15.7,23.5,21,17,8.4,10.2,1.8,0.3,289,"2024-11-18 19:00",,0.2,14.2,20,1,120.967903,23.968842,72
復興,高雄市,73,細懸浮微粒,普通,1.3,0.59,16.6,14.9,50,20,25.1,29.7,4.6,1.3,175,"2024-11-18 19:00",,0.6,24.4,43,1,120.312017,22.608711,71
永和,新北市,27,,良好,1.4,0.39,26.1,26.2,21,6,14.1,18.3,4.1,1.8,83,"2024-11-18 19:00",,0.3,8.2,23,0,121.516306,25.017,70
竹山,南投縣,44,,良好,1.3,0.3,8.5,24.4,21,10,21.9,23.1,1.2,2.1,11,"2024-11-18 19:00",,0.2,13.7,27,1,120.677306,23.756389,69
中壢,桃園市,45,,良好,0.7,0.99,15,18.1,23,11,26.3,48,21.7,1.1,283,"2024-11-18 19:00",,0.7,14,30,1,121.221667,24.953278,68
三重,新北市,52,二氧化氮,普通,0.5,1.03,10.7,11.7,20,11,32.1,73.3,41.2,-,-,"2024-11-18 19:00",,0.9,10.9,31,0,121.493806,25.072611,67
冬山,宜蘭縣,29,,良好,0.8,0.16,34.4,31.9,19,6,5.7,6.5,0.7,0.9,285,"2024-11-18 19:00",,0.1,7.3,19,0,121.792928,24.632203,66
宜蘭,宜蘭縣,31,,良好,1,0.25,31.9,33.9,11,6,7.3,8.2,0.9,0.2,14,"2024-11-18 19:00",,0.2,8.4,16,0,121.746394,24.747917,65
陽明,臺北市,40,,良好,0.6,0.18,43.5,43.6,7,1,0.5,1.1,0.5,,,"2024-11-18 19:00",,0.1,2.3,8,0,121.529583,25.182722,64
花蓮,花蓮縣,37,,良好,1.6,0.21,39.7,41.0,23,10,3.6,4.1,0.5,4,68,"2024-11-18 19:00",,0.2,8.2,26,1,121.599769,23.971306,63
臺東,臺東縣,29,,良好,1.2,0.26,30.4,31.6,10,4,6,7.7,1.7,1.8,312,"2024-11-18 19:00",,0.2,4,14,1,121.15045,22.755358,62
恆春,屏東縣,53,細懸浮微粒,普通,0.9,0.16,43.1,43.5,,31,1.1,1.4,0.3,17,32,"2024-11-18 19:00",,0.1,16.2,20,1,120.788928,21.958069,61
潮州,屏東縣,73,細懸浮微粒,普通,1.2,0.39,9.1,19.0,47,22,17.6,18.6,1,0.7,247,"2024-11-18 19:00",,0.3,24.3,41,0,120.561175,22.523108,60
屏東,屏東縣,58,細懸浮微粒,普通,0.9,0.41,14,18.3,38,13,13,14.6,1.5,1.4,267,"2024-11-18 19:00",,0.4,18.4,39,1,120.488033,22.673081,59
小港,高雄市,65,細懸浮微粒,普通,1.1,0.49,15.3,15.7,41,21,27.1,28.7,1.6,1.9,303,"2024-11-18 19:00",,0.4,21,41,1,120.337736,22.565833,58
前鎮,高雄市,73,細懸浮微粒,普通,2.1,0.55,17.9,17.3,47,18,22.7,26.2,3.5,2.8,7,"2024-11-18 19:00",,0.5,24.5,44,2,120.30833356,22.6044507,57
前金,高雄市,64,細懸浮微粒,普通,1.1,0.41,20,18.2,56,18,21.6,22.8,1.2,2.5,22,"2024-11-18 19:00",,0.4,20.6,50,1,120.28676111,22.63390278,56
左營,高雄市,58,細懸浮微粒,普通,1.5,0.4,20.9,19.9,54,18,19.5,20.3,0.8,4,5,"2024-11-18 19:00",,0.4,18.5,46,1,120.292917,22.674861,54
楠梓,高雄市,56,細懸浮微粒,普通,1.9,0.33,21.8,19.9,39,19,20.4,21.2,0.8,2.1,24,"2024-11-18 19:00",,0.3,17.5,40,2,120.328289,22.733667,53
林園,高雄市,79,細懸浮微粒,普通,2,0.43,1.8,16.8,62,28,35.7,40.7,4.9,1.5,245,"2024-11-18 19:00",,0.4,27,53,2,120.41175,22.4795,52
大寮,高雄市,67,細懸浮微粒,普通,1.2,0.45,12.1,13.4,31,21,24.2,26,1.7,1.7,317,"2024-11-18 19:00",,0.4,22.2,32,1,120.425311,22.56413611,51
鳳山,高雄市,67,細懸浮微粒,普通,1,0.69,16.4,14.2,46,19,23.3,27.6,4.2,0.9,275,"2024-11-18 19:00",,0.7,21.9,44,1,120.357422,22.628126,50
仁武,高雄市,64,細懸浮微粒,普通,1.5,0.38,18.9,19.0,43,21,21.8,23.2,1.3,2.1,338,"2024-11-18 19:00",,0.5,20.7,41,1,120.332631,22.689056,49
橋頭,高雄市,60,細懸浮微粒,普通,1.7,0.42,17.1,20.1,46,14,24.5,25.6,1.1,1.3,359,"2024-11-18 19:00",,0.3,19.1,40,1,120.305689,22.757506,48
美濃,高雄市,42,,良好,0.6,0.3,17.8,17.3,27,9,7.2,8.2,1,0.7,279,"2024-11-18 19:00",,0.3,12.9,26,0,120.530542,22.883583,47
臺南,臺南市,52,懸浮微粒,普通,1.1,0.31,24.2,29.0,37,11,15.2,15.6,0.4,3.7,0,"2024-11-18 19:00",,0.3,12.8,52,1,120.21947897,22.98928311,46
安南,臺南市,52,懸浮微粒,普通,0.5,0.22,,,31,12,10.9,11,0.1,3.7,319,"2024-11-18 19:00",,,13.5,52,1,120.2175,23.048197,45
善化,臺南市,37,,良好,1.2,0.23,23.5,31.1,32,8,11.6,12.8,1.2,3.4,351,"2024-11-18 19:00",,0.2,9.5,37,1,120.29740529,23.11337642,44
新營,臺南市,47,,良好,1.3,0.25,22.2,31.6,36,8,13.2,14.3,1,2.7,17,"2024-11-18 19:00",,0.2,11.3,47,1,120.31725,23.305633,43
嘉義,嘉義市,43,,良好,2.3,0.33,15.1,27.7,30,14,17.1,18.6,1.5,3.8,11,"2024-11-18 19:00",,0.2,13.1,32,3,120.44125148,23.46477865,42
臺西,雲林縣,43,,良好,2.1,0.24,29.6,35.0,22,8,10.6,10.6,0,9.5,22,"2024-11-18 19:00",,0.2,12.2,43,1,120.19933333,23.702175,41
朴子,嘉義縣,53,懸浮微粒,普通,1.8,0.21,28.6,35.1,18,5,7.6,9.3,1.6,2.5,359,"2024-11-18 19:00",,0.2,8.2,53,1,120.2478,23.46538,40
新港,嘉義縣,40,,良好,1.6,0.18,28.2,37.2,25,9,9.1,10.4,1.3,4.8,8,"2024-11-18 19:00",,0.1,9.5,40,1,120.345531,23.554839,39
崙背,雲林縣,103,懸浮微粒,對敏感族群不健康,0.5,0.21,29.2,34.5,223,14,6.7,7.5,0.7,3,10,"2024-11-18 19:00",,0.2,15.3,108,0,120.348742,23.757547,38
